source,item_type,title_or_text,author,extra_1_label,extra_1_value,extra_2_label,extra_2_value,url
books.toscrape.com,book,The Kite Runner,N/A,price_gbp,41.82,rating_stars,4,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html
books.toscrape.com,book,The House by the Lake,N/A,price_gbp,36.95,rating_stars,1,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html
books.toscrape.com,book,The Glittering Court (The Glittering Court #1),N/A,price_gbp,44.28,rating_stars,1,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html
books.toscrape.com,book,The Girl on the Train,N/A,price_gbp,55.02,rating_stars,2,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html
books.toscrape.com,book,The Genius of Birds,N/A,price_gbp,17.24,rating_stars,1,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html
books.toscrape.com,book,The Emerald Mystery,N/A,price_gbp,23.15,rating_stars,2,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html
books.toscrape.com,book,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,N/A,price_gbp,41.25,rating_stars,1,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
books.toscrape.com,book,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,N/A,price_gbp,32.0,rating_stars,3,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html
books.toscrape.com,book,The Artist's Way: A Spiritual Path to Higher Creativity,N/A,price_gbp,38.49,rating_stars,5,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html
books.toscrape.com,book,The Art of War,N/A,price_gbp,33.34,rating_stars,5,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html
books.toscrape.com,book,The Argonauts,N/A,price_gbp,10.93,rating_stars,2,https://books.toscrape.com/catalogue/the-argonauts_837/index.html
books.toscrape.com,book,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,N/A,price_gbp,27.55,rating_stars,3,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html
books.toscrape.com,book,Suddenly in Love (Lake Haven #1),N/A,price_gbp,55.99,rating_stars,2,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html
books.toscrape.com,book,Something More Than This,N/A,price_gbp,16.24,rating_stars,4,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html
books.toscrape.com,book,Soft Apocalypse,N/A,price_gbp,26.12,rating_stars,2,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html
books.toscrape.com,book,So You've Been Publicly Shamed,N/A,price_gbp,12.23,rating_stars,2,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html
books.toscrape.com,book,Shoe Dog: A Memoir by the Creator of NIKE,N/A,price_gbp,23.99,rating_stars,2,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html
books.toscrape.com,book,"Shobu Samurai, Project Aryoku (#3)",N/A,price_gbp,29.06,rating_stars,3,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html
books.toscrape.com,book,Secrets and Lace (Fatal Hearts #1),N/A,price_gbp,20.27,rating_stars,1,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html
books.toscrape.com,book,Scarlett Epstein Hates It Here,N/A,price_gbp,43.55,rating_stars,5,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html
books.toscrape.com,book,Romero and Juliet: A Tragic Tale of Love and Zombies,N/A,price_gbp,36.94,rating_stars,1,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html
books.toscrape.com,book,Redeeming Love,N/A,price_gbp,20.47,rating_stars,5,https://books.toscrape.com/catalogue/redeeming-love_826/index.html
books.toscrape.com,book,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,N/A,price_gbp,41.06,rating_stars,1,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html
books.toscrape.com,book,Poems That Make Grown Women Cry,N/A,price_gbp,14.19,rating_stars,4,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html
books.toscrape.com,book,"Nightingale, Sing",N/A,price_gbp,38.28,rating_stars,1,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html
books.toscrape.com,book,Night Sky with Exit Wounds,N/A,price_gbp,41.05,rating_stars,1,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html
books.toscrape.com,book,Mrs. Houdini,N/A,price_gbp,30.25,rating_stars,5,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html
books.toscrape.com,book,Modern Romance,N/A,price_gbp,28.26,rating_stars,5,https://books.toscrape.com/catalogue/modern-romance_820/index.html
books.toscrape.com,book,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children #1),N/A,price_gbp,10.76,rating_stars,1,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html
books.toscrape.com,book,Louisa: The Extraordinary Life of Mrs. Adams,N/A,price_gbp,16.85,rating_stars,2,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html
books.toscrape.com,book,Little Red,N/A,price_gbp,13.47,rating_stars,3,https://books.toscrape.com/catalogue/little-red_817/index.html
books.toscrape.com,book,Library of Souls (Miss Peregrine's Peculiar Children #3),N/A,price_gbp,48.56,rating_stars,5,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html
books.toscrape.com,book,Large Print Heart of the Pride,N/A,price_gbp,19.15,rating_stars,2,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html
books.toscrape.com,book,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,N/A,price_gbp,57.36,rating_stars,4,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html
books.toscrape.com,book,Hollow City (Miss Peregrine's Peculiar Children #2),N/A,price_gbp,42.98,rating_stars,1,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html
books.toscrape.com,book,Grumbles,N/A,price_gbp,22.16,rating_stars,2,https://books.toscrape.com/catalogue/grumbles_812/index.html
books.toscrape.com,book,Full Moon over Noah's Ark: An Odyssey to Mount Ararat and Beyond,N/A,price_gbp,49.43,rating_stars,4,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html
books.toscrape.com,book,Frostbite (Vampire Academy #2),N/A,price_gbp,29.99,rating_stars,5,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html
books.toscrape.com,book,Follow You Home,N/A,price_gbp,21.36,rating_stars,1,https://books.toscrape.com/catalogue/follow-you-home_809/index.html
books.toscrape.com,book,First Steps for New Christians (Print Edition),N/A,price_gbp,29.0,rating_stars,1,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html
books.toscrape.com,book,Finders Keepers (Bill Hodges Trilogy #2),N/A,price_gbp,53.53,rating_stars,5,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html
books.toscrape.com,book,"Fables, Vol. 1: Legends in Exile (Fables #1)",N/A,price_gbp,41.62,rating_stars,4,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html
books.toscrape.com,book,Eureka Trivia 6.0,N/A,price_gbp,54.59,rating_stars,4,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html
books.toscrape.com,book,Drive: The Surprising Truth About What Motivates Us,N/A,price_gbp,34.95,rating_stars,4,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html
books.toscrape.com,book,Done Rubbed Out (Reightman & Bailey #1),N/A,price_gbp,37.72,rating_stars,5,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html
books.toscrape.com,book,Doing It Over (Most Likely To #1),N/A,price_gbp,35.61,rating_stars,3,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html
books.toscrape.com,book,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",N/A,price_gbp,42.16,rating_stars,3,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html
books.toscrape.com,book,Dark Notes,N/A,price_gbp,19.19,rating_stars,5,https://books.toscrape.com/catalogue/dark-notes_800/index.html
books.toscrape.com,book,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",N/A,price_gbp,19.43,rating_stars,3,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html
books.toscrape.com,book,Close to You,N/A,price_gbp,49.46,rating_stars,4,https://books.toscrape.com/catalogue/close-to-you_798/index.html
books.toscrape.com,book,Chasing Heaven: What Dying Taught Me About Living,N/A,price_gbp,37.8,rating_stars,2,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
books.toscrape.com,book,Big Magic: Creative Living Beyond Fear,N/A,price_gbp,30.8,rating_stars,3,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html
books.toscrape.com,book,Becoming Wise: An Inquiry into the Mystery and Art of Living,N/A,price_gbp,27.43,rating_stars,2,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html
books.toscrape.com,book,Beauty Restored (Riley Family Legacy Novellas #3),N/A,price_gbp,11.11,rating_stars,2,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html
books.toscrape.com,book,Batman: The Long Halloween (Batman),N/A,price_gbp,36.5,rating_stars,2,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html
books.toscrape.com,book,Batman: The Dark Knight Returns (Batman),N/A,price_gbp,15.38,rating_stars,5,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html
books.toscrape.com,book,Ayumi's Violin,N/A,price_gbp,15.48,rating_stars,2,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html
books.toscrape.com,book,Anonymous,N/A,price_gbp,46.82,rating_stars,4,https://books.toscrape.com/catalogue/anonymous_790/index.html
books.toscrape.com,book,Amy Meets the Saints and Sages,N/A,price_gbp,18.46,rating_stars,3,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html
books.toscrape.com,book,Amid the Chaos,N/A,price_gbp,36.58,rating_stars,1,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html
books.toscrape.com,book,Amatus,N/A,price_gbp,50.54,rating_stars,5,https://books.toscrape.com/catalogue/amatus_787/index.html
books.toscrape.com,book,Agnostic: A Spirited Manifesto,N/A,price_gbp,12.51,rating_stars,5,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html
books.toscrape.com,book,Zealot: The Life and Times of Jesus of Nazareth,N/A,price_gbp,24.7,rating_stars,3,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html
books.toscrape.com,book,You (You #1),N/A,price_gbp,43.61,rating_stars,5,https://books.toscrape.com/catalogue/you-you-1_784/index.html
books.toscrape.com,book,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",N/A,price_gbp,37.34,rating_stars,4,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html
books.toscrape.com,book,Wild Swans,N/A,price_gbp,14.36,rating_stars,2,https://books.toscrape.com/catalogue/wild-swans_782/index.html
books.toscrape.com,book,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,N/A,price_gbp,52.65,rating_stars,4,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html
books.toscrape.com,book,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,N/A,price_gbp,38.2,rating_stars,4,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html
books.toscrape.com,book,What's It Like in Space?: Stories from Astronauts Who've Been There,N/A,price_gbp,19.6,rating_stars,2,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html
books.toscrape.com,book,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",N/A,price_gbp,53.9,rating_stars,1,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html
books.toscrape.com,book,Walt Disney's Alice in Wonderland,N/A,price_gbp,12.96,rating_stars,5,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html
books.toscrape.com,book,V for Vendetta (V for Vendetta Complete),N/A,price_gbp,37.1,rating_stars,4,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html
books.toscrape.com,book,Until Friday Night (The Field Party #1),N/A,price_gbp,46.31,rating_stars,2,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html
books.toscrape.com,book,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",N/A,price_gbp,45.95,rating_stars,2,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html
books.toscrape.com,book,Twenty Yawns,N/A,price_gbp,22.08,rating_stars,2,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html
books.toscrape.com,book,Through the Woods,N/A,price_gbp,25.38,rating_stars,2,https://books.toscrape.com/catalogue/through-the-woods_772/index.html
books.toscrape.com,book,This Is Where It Ends,N/A,price_gbp,27.12,rating_stars,2,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html
books.toscrape.com,book,The Year of Magical Thinking,N/A,price_gbp,43.04,rating_stars,2,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html
books.toscrape.com,book,The Wright Brothers,N/A,price_gbp,56.8,rating_stars,4,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html
books.toscrape.com,book,The White Queen (The Cousins' War #1),N/A,price_gbp,25.91,rating_stars,5,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
books.toscrape.com,book,The Wedding Pact (The O'Malleys #2),N/A,price_gbp,32.61,rating_stars,3,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html
books.toscrape.com,book,The Time Keeper,N/A,price_gbp,27.88,rating_stars,5,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html
books.toscrape.com,book,The Testament of Mary,N/A,price_gbp,52.67,rating_stars,4,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html
books.toscrape.com,book,The Star-Touched Queen,N/A,price_gbp,46.02,rating_stars,5,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html
books.toscrape.com,book,The Songs of the Gods,N/A,price_gbp,44.48,rating_stars,5,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html
books.toscrape.com,book,The Song of Achilles,N/A,price_gbp,37.4,rating_stars,5,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
books.toscrape.com,book,The Rosie Project (Don Tillman #1),N/A,price_gbp,54.04,rating_stars,1,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html
books.toscrape.com,book,The Power of Habit: Why We Do What We Do in Life and Business,N/A,price_gbp,16.88,rating_stars,3,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
books.toscrape.com,book,The Marriage of Opposites,N/A,price_gbp,28.08,rating_stars,4,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html
books.toscrape.com,book,The Lucifer Effect: Understanding How Good People Turn Evil,N/A,price_gbp,10.4,rating_stars,1,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
books.toscrape.com,book,The Long Haul (Diary of a Wimpy Kid #9),N/A,price_gbp,44.07,rating_stars,1,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
books.toscrape.com,book,The Loney,N/A,price_gbp,23.4,rating_stars,1,https://books.toscrape.com/catalogue/the-loney_756/index.html
books.toscrape.com,book,The Literature Book (Big Ideas Simply Explained),N/A,price_gbp,17.43,rating_stars,3,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html
books.toscrape.com,book,The Last Mile (Amos Decker #2),N/A,price_gbp,54.21,rating_stars,2,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html
books.toscrape.com,book,The Immortal Life of Henrietta Lacks,N/A,price_gbp,40.67,rating_stars,2,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
books.toscrape.com,book,The Hidden Oracle (The Trials of Apollo #1),N/A,price_gbp,52.26,rating_stars,2,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
books.toscrape.com,book,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,N/A,price_gbp,28.77,rating_stars,3,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
books.toscrape.com,book,The Guilty (Will Robie #4),N/A,price_gbp,13.82,rating_stars,2,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
books.toscrape.com,book,The First Hostage (J.B. Collins #2),N/A,price_gbp,25.85,rating_stars,3,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html
books.toscrape.com,book,The Dovekeepers,N/A,price_gbp,48.78,rating_stars,1,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
books.toscrape.com,book,The Darkest Lie,N/A,price_gbp,35.35,rating_stars,5,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
books.toscrape.com,book,The Bane Chronicles (The Bane Chronicles #1-11),N/A,price_gbp,44.73,rating_stars,4,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
books.toscrape.com,book,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World's Most Precious Manuscripts,N/A,price_gbp,15.77,rating_stars,1,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html
books.toscrape.com,book,The 14th Colony (Cotton Malone #11),N/A,price_gbp,39.24,rating_stars,1,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html
books.toscrape.com,book,That Darkness (Gardiner and Renner #1),N/A,price_gbp,13.92,rating_stars,1,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html
books.toscrape.com,book,Tastes Like Fear (DI Marnie Rome #3),N/A,price_gbp,10.69,rating_stars,1,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html
books.toscrape.com,book,Take Me with You,N/A,price_gbp,45.21,rating_stars,3,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html
books.toscrape.com,book,Swell: A Year of Waves,N/A,price_gbp,45.58,rating_stars,1,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html
books.toscrape.com,book,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),N/A,price_gbp,11.89,rating_stars,5,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html
books.toscrape.com,book,Still Life with Bread Crumbs,N/A,price_gbp,26.41,rating_stars,3,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html
books.toscrape.com,book,Steve Jobs,N/A,price_gbp,39.5,rating_stars,5,https://books.toscrape.com/catalogue/steve-jobs_737/index.html
books.toscrape.com,book,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,N/A,price_gbp,44.74,rating_stars,4,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
books.toscrape.com,book,Someone Like You (The Harrisons #2),N/A,price_gbp,52.79,rating_stars,5,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
books.toscrape.com,book,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",N/A,price_gbp,35.43,rating_stars,4,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html
books.toscrape.com,book,Shtum,N/A,price_gbp,55.84,rating_stars,4,https://books.toscrape.com/catalogue/shtum_733/index.html
books.toscrape.com,book,See America: A Celebration of Our National Parks & Treasured Sites,N/A,price_gbp,48.87,rating_stars,3,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html
books.toscrape.com,book,salt.,N/A,price_gbp,46.78,rating_stars,4,https://books.toscrape.com/catalogue/salt_731/index.html
books.toscrape.com,book,Robin War,N/A,price_gbp,47.82,rating_stars,3,https://books.toscrape.com/catalogue/robin-war_730/index.html
books.toscrape.com,book,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",N/A,price_gbp,25.48,rating_stars,2,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html
books.toscrape.com,book,Rain Fish,N/A,price_gbp,23.57,rating_stars,3,https://books.toscrape.com/catalogue/rain-fish_728/index.html
books.toscrape.com,book,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",N/A,price_gbp,50.89,rating_stars,5,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
books.toscrape.com,book,Pet Sematary,N/A,price_gbp,10.56,rating_stars,3,https://books.toscrape.com/catalogue/pet-sematary_726/index.html
books.toscrape.com,book,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",N/A,price_gbp,52.15,rating_stars,3,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
books.toscrape.com,book,Once Was a Time,N/A,price_gbp,18.28,rating_stars,2,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html
books.toscrape.com,book,Old School (Diary of a Wimpy Kid #10),N/A,price_gbp,11.83,rating_stars,5,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html
books.toscrape.com,book,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,N/A,price_gbp,21.95,rating_stars,2,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html
books.toscrape.com,book,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",N/A,price_gbp,38.39,rating_stars,2,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html
books.toscrape.com,book,My Name Is Lucy Barton,N/A,price_gbp,41.56,rating_stars,1,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html
books.toscrape.com,book,My Mrs. Brown,N/A,price_gbp,24.48,rating_stars,3,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html
books.toscrape.com,book,My Kind of Crazy,N/A,price_gbp,40.36,rating_stars,1,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
books.toscrape.com,book,Mr. Mercedes (Bill Hodges Trilogy #1),N/A,price_gbp,28.9,rating_stars,1,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html
books.toscrape.com,book,More Than Music (Chasing the Dream #1),N/A,price_gbp,37.61,rating_stars,2,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
books.toscrape.com,book,Made to Stick: Why Some Ideas Survive and Others Die,N/A,price_gbp,38.85,rating_stars,5,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
books.toscrape.com,book,Luis Paints the World,N/A,price_gbp,53.95,rating_stars,3,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html
books.toscrape.com,book,Luckiest Girl Alive,N/A,price_gbp,49.83,rating_stars,3,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html
books.toscrape.com,book,Lowriders to the Center of the Earth (Lowriders in Space #2),N/A,price_gbp,51.51,rating_stars,2,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html
books.toscrape.com,book,Love Is a Mix Tape (Music #1),N/A,price_gbp,18.03,rating_stars,1,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
books.toscrape.com,book,Looking for Lovely: Collecting the Moments that Matter,N/A,price_gbp,29.14,rating_stars,5,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html
books.toscrape.com,book,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",N/A,price_gbp,46.91,rating_stars,4,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html
books.toscrape.com,book,Let It Out: A Journey Through Journaling,N/A,price_gbp,26.79,rating_stars,5,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html
books.toscrape.com,book,Lady Midnight (The Dark Artifices #1),N/A,price_gbp,16.28,rating_stars,5,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html
books.toscrape.com,book,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",N/A,price_gbp,19.55,rating_stars,1,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
books.toscrape.com,book,Island of Dragons (Unwanteds #7),N/A,price_gbp,29.65,rating_stars,1,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
books.toscrape.com,book,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,N/A,price_gbp,25.98,rating_stars,4,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
books.toscrape.com,book,I Am Pilgrim (Pilgrim #1),N/A,price_gbp,10.6,rating_stars,4,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html
books.toscrape.com,book,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",N/A,price_gbp,14.75,rating_stars,5,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
books.toscrape.com,book,"Hush, Hush (Hush, Hush #1)",N/A,price_gbp,47.02,rating_stars,3,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html
books.toscrape.com,book,Hold Your Breath (Search and Rescue #1),N/A,price_gbp,28.82,rating_stars,1,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html
books.toscrape.com,book,Hamilton: The Revolution,N/A,price_gbp,58.79,rating_stars,3,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html
